Alignment_name	mafft_Q-score	D2_Q-score	D2S_Q-score	D2St_Q-score	mafft_TC-score	D2_TC-score	D2S_TC-score	D2St_TC-score
renamed_headers1db3A_1qrrA.fasta	0.0582	0.0582	0.0582	0.0582	0.0582	0.0582	0.0582	0.0582
renamed_headers1dbtA_1dvjA.fasta	0.461	0.461	0.461	0.461	0.461	0.461	0.461	0.461
renamed_headers1dbwA_1tmy.fasta	0.624	0.624	0.624	0.624	0.624	0.624	0.624	0.624
renamed_headers1dbwA_3chy.fasta	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42
renamed_headers1dceB_1ft1B.fasta	0.704	0.704	0.704	0.704	0.704	0.704	0.704	0.704
renamed_headers1dcfA_1dbwA.fasta	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509
renamed_headers1dcfA_3chy.fasta	0.0904	0.0904	0.0904	0.0904	0.0904	0.0904	0.0904	0.0904
renamed_headers1dciA_1ef8A.fasta	0.341	0.341	0.341	0.341	0.341	0.341	0.341	0.341
renamed_headers1dciA_2dubF.fasta	0.541	0.541	0.541	0.541	0.541	0.541	0.541	0.541
renamed_headers1dcs_1bk0.fasta	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117
renamed_headers1ddbA_2bidA.fasta	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24
renamed_headers1ddzA_1i6pA.fasta	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
renamed_headers1debA_1fe6A.fasta	0.0641	0.0641	0.0641	0.0641	0.0641	0.0641	0.0641	0.0641
renamed_headers1dekA_1gky.fasta	0.203	0.203	0.203	0.203	0.203	0.203	0.203	0.203
renamed_headers1dekA_3tmkA.fasta	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29
renamed_headers1deoA_1wab.fasta	0.0706	0.0706	0.0706	0.0706	0.0706	0.0706	0.0706	0.0706
renamed_headers1derA_1a6dA.fasta	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433
renamed_headers1dfuP_1feuA.fasta	0.191	0.191	0.191	0.191	0.191	0.191	0.191	0.191
renamed_headers1dg9A_1d2aB.fasta	0.872	0.872	0.872	0.872	0.872	0.872	0.872	0.872
renamed_headers1dg9A_1jfvA.fasta	null	null	null	null	null	null	null	null
renamed_headers1dgnA_3crd.fasta	0.541	0.541	0.541	0.541	0.541	0.541	0.541	0.541
renamed_headers1dhn_1b9lA.fasta	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414
renamed_headers1dhpA_1nal3.fasta	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56
renamed_headers1dhpA_2tpsA.fasta	0	0	0	0	0	0	0	0
renamed_headers1dhr_1ybvA.fasta	0.178	0.178	0.178	0.178	0.178	0.178	0.178	0.178
renamed_headers1dhx_1ruxA.fasta	0.975	0.975	0.975	0.975	0.975	0.975	0.975	0.975
renamed_headers1di0A_1rvv1.fasta	0.669	0.669	0.669	0.669	0.669	0.669	0.669	0.669
renamed_headers1di1A_1ps1A.fasta	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133
renamed_headers1di6A_1ihcA.fasta	0.529	0.529	0.529	0.529	0.529	0.529	0.529	0.529
renamed_headers1din_1ei9A.fasta	null	null	null	null	null	null	null	null
renamed_headers1djxB_1rlw.fasta	0	0	0	0	0	0	0	0
renamed_headers1dk4A_1imbA.fasta	0.586	0.586	0.586	0.586	0.586	0.586	0.586	0.586
renamed_headers1dk4A_1inp.fasta	0.0582	0.0582	0.0582	0.0582	0.0582	0.0582	0.0582	0.0582
renamed_headers1dk5A_1aow.fasta	0.653	0.653	0.653	0.653	0.653	0.653	0.653	0.653
renamed_headers1dkiA_1cv8.fasta	0	0	0	0	0	0	0	0
renamed_headers1dklA_1qfxA.fasta	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
renamed_headers1dkuA_1qb7A.fasta	0.121	0.121	0.121	0.121	0.121	0.121	0.121	0.121
renamed_headers1dl2A_1hcuA.fasta	0.441	0.441	0.441	0.441	0.441	0.441	0.441	0.441
renamed_headers1dl5A_1dusA.fasta	0.321	0.321	0.321	0.321	0.321	0.321	0.321	0.321
renamed_headers1dl5A_1fbnA.fasta	null	null	null	null	null	null	null	null
renamed_headers1dl5A_1g6q2.fasta	0	0	0	0	0	0	0	0
renamed_headers1dl5A_1vid.fasta	0	0	0	0	0	0	0	0
renamed_headers1dl5A_1xvaA.fasta	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231
renamed_headers1dleA_1qq4A.fasta	0.0717	0.0717	0.0717	0.0717	0.0717	0.0717	0.0717	0.0717
renamed_headers1dleA_1svpA.fasta	0	0	0	0	0	0	0	0
renamed_headers1dlyA_1dlwA.fasta	0.835	0.835	0.835	0.835	0.835	0.835	0.835	0.835
renamed_headers1dlyA_2gdm.fasta	0.0253	0.0253	0.0253	0.0253	0.0253	0.0253	0.0253	0.0253
renamed_headers1dlyA_2vhbA.fasta	0.23	0.23	0.23	0.23	0.23	0.23	0.23	0.23
renamed_headers1dmgA_1ffkC.fasta	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114
renamed_headers1dmhA_3pchA.fasta	0.274	0.274	0.274	0.274	0.274	0.274	0.274	0.274
renamed_headers1dmhA_3pchM.fasta	0.688	0.688	0.688	0.688	0.688	0.688	0.688	0.688
renamed_headers1dn1A_1dcfA.fasta	0	0	0	0	0	0	0	0
renamed_headers1do0A_1e32A.fasta	0	0	0	0	0	0	0	0
renamed_headers1do0A_1g8pA.fasta	0.184	0.184	0.184	0.184	0.184	0.184	0.184	0.184
renamed_headers1dokA_1tvxA.fasta	0.276	0.276	0.276	0.276	0.276	0.276	0.276	0.276
renamed_headers1dosA_1zen.fasta	0.894	0.894	0.894	0.894	0.894	0.894	0.894	0.894
renamed_headers1dpe_1jevA.fasta	0.413	0.413	0.413	0.413	0.413	0.413	0.413	0.413
renamed_headers1dpsA_1qghA.fasta	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54
renamed_headers1dptA_1ca7A.fasta	0.766	0.766	0.766	0.766	0.766	0.766	0.766	0.766
renamed_headers1dptA_1otgA.fasta	0.188	0.188	0.188	0.188	0.188	0.188	0.188	0.188
renamed_headers1dpuA_1hstA.fasta	0	0	0	0	0	0	0	0
renamed_headers1dpuA_1qbjA.fasta	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144
renamed_headers1dpuA_1smtA.fasta	0	0	0	0	0	0	0	0
renamed_headers1dqaA_1qaxA.fasta	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
renamed_headers1dqnA_1tc1A.fasta	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394
renamed_headers1dqrA_1iatA.fasta	1	1	1	1	1	1	1	1
renamed_headers1dqrA_2pgi.fasta	0.233	0.233	0.233	0.233	0.233	0.233	0.233	0.233
renamed_headers1dquA_1pymA.fasta	null	null	null	null	null	null	null	null
renamed_headers1dqwA_1dvjA.fasta	0.217	0.217	0.217	0.217	0.217	0.217	0.217	0.217
renamed_headers1dqyA_1ei9A.fasta	0	0	0	0	0	0	0	0
renamed_headers1dqyA_1ivyA.fasta	0	0	0	0	0	0	0	0
renamed_headers1dr9A_1i85A.fasta	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278
renamed_headers1drmA_1ew0A.fasta	1	1	1	1	1	1	1	1
renamed_headers1drmA_3pyp.fasta	0.594	0.594	0.594	0.594	0.594	0.594	0.594	0.594
renamed_headers1drw_1gcuA.fasta	0	0	0	0	0	0	0	0
renamed_headers1drw_1id1A.fasta	0	0	0	0	0	0	0	0
renamed_headers1drw_1ofgA.fasta	0	0	0	0	0	0	0	0
renamed_headers1dssG_1ceqA.fasta	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162
renamed_headers1dssG_1he2A.fasta	0	0	0	0	0	0	0	0
renamed_headers1dt4A_1vih.fasta	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859
renamed_headers1dt6A_1bu7A.fasta	0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.241
renamed_headers1dtyA_2dkb.fasta	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.351
renamed_headers1dtyA_2gsaA.fasta	0.307	0.307	0.307	0.307	0.307	0.307	0.307	0.307
renamed_headers1dulA_1hq1A.fasta	0.852	0.852	0.852	0.852	0.852	0.852	0.852	0.852
renamed_headers1dun_1dupA.fasta	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394
renamed_headers1dusA_1i4wA.fasta	null	null	null	null	null	null	null	null
renamed_headers1dusA_2dpmA.fasta	null	null	null	null	null	null	null	null
renamed_headers1dvjA_1fwrA.fasta	0	0	0	0	0	0	0	0
renamed_headers1dvjA_1ho1A.fasta	0.0432	0.0432	0.0432	0.0432	0.0432	0.0432	0.0432	0.0432
renamed_headers1dvjA_2tpsA.fasta	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11
renamed_headers1dvpA_1elkA.fasta	0.676	0.676	0.676	0.676	0.676	0.676	0.676	0.676
renamed_headers1dwnA_1msc.fasta	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016
renamed_headers1dwnA_1qbeA.fasta	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036
renamed_headers1dxy_1gdhA.fasta	0.538	0.538	0.538	0.538	0.538	0.538	0.538	0.538
renamed_headers1dxy_1psdA.fasta	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59
renamed_headers1dxy_2dldA.fasta	0.734	0.734	0.734	0.734	0.734	0.734	0.734	0.734
renamed_headers1dykA_1a3k.fasta	0	0	0	0	0	0	0	0
renamed_headers1dynA_1mai.fasta	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
renamed_headers1dynA_1pls.fasta	0.0873	0.0873	0.0873	0.0873	0.0873	0.0873	0.0873	0.0873
renamed_headers1eaf_3cla.fasta	0.173	0.173	0.173	0.173	0.173	0.173	0.173	0.173
renamed_headers1dyoA_1ulo.fasta	null	null	null	null	null	null	null	null
renamed_headers1dz1A_1ap0.fasta	0.493	0.493	0.493	0.493	0.493	0.493	0.493	0.493
renamed_headers1dz3A_1iow.fasta	0	0	0	0	0	0	0	0
renamed_headers1dz3A_3chy.fasta	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492
renamed_headers1e0cA_1rhs.fasta	0.599	0.599	0.599	0.599	0.599	0.599	0.599	0.599
renamed_headers1e15A_1ctn.fasta	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439
renamed_headers1e15A_1e9lA.fasta	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414
renamed_headers1e20A_1g5qA.fasta	0.419	0.419	0.419	0.419	0.419	0.419	0.419	0.419
renamed_headers1e2tA_1f13A.fasta	0	0	0	0	0	0	0	0
renamed_headers1e2xA_1qbjA.fasta	0	0	0	0	0	0	0	0
renamed_headers1e32A_1e69B.fasta	0	0	0	0	0	0	0	0
renamed_headers1e3jA_1pedA.fasta	0.494	0.494	0.494	0.494	0.494	0.494	0.494	0.494
renamed_headers1e3jA_1qr6A.fasta	null	null	null	null	null	null	null	null
renamed_headers1e4fT_1g99A.fasta	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037
renamed_headers1e54A_2omf.fasta	0.203	0.203	0.203	0.203	0.203	0.203	0.203	0.203
renamed_headers1e54A_3prn.fasta	0.145	0.145	0.145	0.145	0.145	0.145	0.145	0.145
renamed_headers1e5dA_5nul.fasta	0.281	0.281	0.281	0.281	0.281	0.281	0.281	0.281
renamed_headers1e69B_1f2tA.fasta	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402
renamed_headers1e69B_1f2tB.fasta	0	0	0	0	0	0	0	0
renamed_headers1e69B_1gajA.fasta	0.217	0.217	0.217	0.217	0.217	0.217	0.217	0.217
renamed_headers1e69B_1qhlA.fasta	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215
renamed_headers1e6bA_1aw9.fasta	0.413	0.413	0.413	0.413	0.413	0.413	0.413	0.413
renamed_headers1e6bA_1eemA.fasta	0.463	0.463	0.463	0.463	0.463	0.463	0.463	0.463
renamed_headers1e6bA_1gnwA.fasta	0.337	0.337	0.337	0.337	0.337	0.337	0.337	0.337
renamed_headers1e6wA_1e7wA.fasta	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353
renamed_headers1e6wA_1enp.fasta	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41
renamed_headers1e6wA_1fds.fasta	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309
renamed_headers1e6wA_1fjhB.fasta	0.267	0.267	0.267	0.267	0.267	0.267	0.267	0.267
renamed_headers1e6wA_1oaa.fasta	0.315	0.315	0.315	0.315	0.315	0.315	0.315	0.315
renamed_headers1e6wA_1ybvA.fasta	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52
renamed_headers1e70M_1qvbA.fasta	0.469	0.469	0.469	0.469	0.469	0.469	0.469	0.469
renamed_headers1e70M_1tr1B.fasta	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725
renamed_headers1e7wA_1ybvA.fasta	0.329	0.329	0.329	0.329	0.329	0.329	0.329	0.329
renamed_headers1e8xA_1e8zA.fasta	1	1	1	1	1	1	1	1
renamed_headers1ea1A_1bu7A.fasta	0.399	0.399	0.399	0.399	0.399	0.399	0.399	0.399
renamed_headers1eaf_1c4tA.fasta	0.803	0.803	0.803	0.803	0.803	0.803	0.803	0.803
renamed_headers1eagA_1smrA.fasta	0.408	0.408	0.408	0.408	0.408	0.408	0.408	0.408
renamed_headers1eagA_2er7E.fasta	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114
renamed_headers1eagA_2rmpA.fasta	0.461	0.461	0.461	0.461	0.461	0.461	0.461	0.461
renamed_headers1eagA_3pep.fasta	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
renamed_headers1eaiC_1ate.fasta	0.878	0.878	0.878	0.878	0.878	0.878	0.878	0.878
renamed_headers1ebmA_1mun.fasta	0.168	0.168	0.168	0.168	0.168	0.168	0.168	0.168
renamed_headers1ebuA_1gcuA.fasta	0.298	0.298	0.298	0.298	0.298	0.298	0.298	0.298
renamed_headers1ecfB_1gdoA.fasta	0.311	0.311	0.311	0.311	0.311	0.311	0.311	0.311
renamed_headers1ecpA_1a2zA.fasta	0	0	0	0	0	0	0	0
renamed_headers1ecpA_1k3fA.fasta	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512
renamed_headers1ecxA_1elqA.fasta	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29
renamed_headers1ecxA_2gsaA.fasta	0	0	0	0	0	0	0	0
renamed_headers1eduA_1dvpA.fasta	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122
renamed_headers1eduA_1hg5A.fasta	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165
renamed_headers1eemA_1gnwA.fasta	0.522	0.522	0.522	0.522	0.522	0.522	0.522	0.522
renamed_headers1eemA_1hqoA.fasta	null	null	null	null	null	null	null	null
renamed_headers1eerA_1f6fA.fasta	0	0	0	0	0	0	0	0
renamed_headers1eerB_1iarB.fasta	0	0	0	0	0	0	0	0
renamed_headers1ef1A_1a5r.fasta	0	0	0	0	0	0	0	0
renamed_headers1ef1A_1gg3C.fasta	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621
renamed_headers1efdN_1qguA.fasta	0.103	0.103	0.103	0.103	0.103	0.103	0.103	0.103
renamed_headers1efuB_1tfe.fasta	0.595	0.595	0.595	0.595	0.595	0.595	0.595	0.595
renamed_headers1efvA_1efpA.fasta	0.864	0.864	0.864	0.864	0.864	0.864	0.864	0.864
renamed_headers1efvA_1mjhA.fasta	0	0	0	0	0	0	0	0
renamed_headers1eg7A_1hyqA.fasta	0.111	0.111	0.111	0.111	0.111	0.111	0.111	0.111
renamed_headers1ehaA_1uok.fasta	0.0784	0.0784	0.0784	0.0784	0.0784	0.0784	0.0784	0.0784
renamed_headers1ehyA_1qo7A.fasta	0.137	0.137	0.137	0.137	0.137	0.137	0.137	0.137
renamed_headers1ehyA_2bce.fasta	0	0	0	0	0	0	0	0
renamed_headers1ei5A_3pte.fasta	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31
renamed_headers1ei9A_1cr6B.fasta	0	0	0	0	0	0	0	0
renamed_headers1ei9A_1cvl.fasta	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204
renamed_headers1eia_1d1dA.fasta	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198
renamed_headers1eiwA_1egaA.fasta	0	0	0	0	0	0	0	0
renamed_headers1ej0A_1dhr.fasta	0	0	0	0	0	0	0	0
renamed_headers1ej0A_1fbnA.fasta	null	null	null	null	null	null	null	null
renamed_headers1ejeA_1axj.fasta	0	0	0	0	0	0	0	0
renamed_headers1ejeA_1i0rA.fasta	0	0	0	0	0	0	0	0
renamed_headers1ejhA_1ap8.fasta	0.557	0.557	0.557	0.557	0.557	0.557	0.557	0.557
renamed_headers1ekeA_2rn2.fasta	0.134	0.134	0.134	0.134	0.134	0.134	0.134	0.134
renamed_headers1ekfA_1et0A.fasta	0.0265	0.0265	0.0265	0.0265	0.0265	0.0265	0.0265	0.0265
renamed_headers1ekrA_1mla.fasta	0	0	0	0	0	0	0	0
renamed_headers1elqA_2dkb.fasta	0.0312	0.0312	0.0312	0.0312	0.0312	0.0312	0.0312	0.0312
renamed_headers1ema_1ggxA.fasta	0.432	0.432	0.432	0.432	0.432	0.432	0.432	0.432
renamed_headers1emsA_1erzA.fasta	0	0	0	0	0	0	0	0
renamed_headers1enp_1ej0A.fasta	0.0122	0.0122	0.0122	0.0122	0.0122	0.0122	0.0122	0.0122
renamed_headers1enp_1eny.fasta	0.601	0.601	0.601	0.601	0.601	0.601	0.601	0.601
renamed_headers1enp_1qsgA.fasta	0.654	0.654	0.654	0.654	0.654	0.654	0.654	0.654
renamed_headers1enp_1ybvA.fasta	0.103	0.103	0.103	0.103	0.103	0.103	0.103	0.103
renamed_headers1eny_1ybvA.fasta	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238
renamed_headers1eokA_1d2kA.fasta	0	0	0	0	0	0	0	0
renamed_headers1ep2B_1fnc.fasta	0.271	0.271	0.271	0.271	0.271	0.271	0.271	0.271
renamed_headers1epaA_1bj7.fasta	0.183	0.183	0.183	0.183	0.183	0.183	0.183	0.183
renamed_headers1epaA_1mup.fasta	0.467	0.467	0.467	0.467	0.467	0.467	0.467	0.467
renamed_headers1epaA_1np1A.fasta	0.0726	0.0726	0.0726	0.0726	0.0726	0.0726	0.0726	0.0726
renamed_headers1eq2A_1xel.fasta	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465
renamed_headers1eq3A_1pinA.fasta	0.583	0.583	0.583	0.583	0.583	0.583	0.583	0.583
renamed_headers1eqkA_1cewI.fasta	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62
renamed_headers1eqkA_1molA.fasta	0.605	0.605	0.605	0.605	0.605	0.605	0.605	0.605
renamed_headers1erv_1thx.fasta	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683
renamed_headers1erzA_1f89A.fasta	0.537	0.537	0.537	0.537	0.537	0.537	0.537	0.537
renamed_headers1esc_1eny.fasta	0	0	0	0	0	0	0	0
renamed_headers1esl_1h8uA.fasta	0.208	0.208	0.208	0.208	0.208	0.208	0.208	0.208
renamed_headers1esl_1qddA.fasta	0.346	0.346	0.346	0.346	0.346	0.346	0.346	0.346
renamed_headers1esl_1qo3C.fasta	0.271	0.271	0.271	0.271	0.271	0.271	0.271	0.271
renamed_headers1esl_1rtm1.fasta	0.248	0.248	0.248	0.248	0.248	0.248	0.248	0.248
renamed_headers1etb1_1gkeC.fasta	1	1	1	1	1	1	1	1
renamed_headers1eteA_1hmcB.fasta	0.147	0.147	0.147	0.147	0.147	0.147	0.147	0.147
renamed_headers1etpA_1fcdC.fasta	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465
renamed_headers1eu8A_4mbp.fasta	0.262	0.262	0.262	0.262	0.262	0.262	0.262	0.262
renamed_headers1euhA_1eyyA.fasta	0.283	0.283	0.283	0.283	0.283	0.283	0.283	0.283
renamed_headers1eumA_1qghA.fasta	0	0	0	0	0	0	0	0
renamed_headers1eumA_2fha.fasta	0.329	0.329	0.329	0.329	0.329	0.329	0.329	0.329
renamed_headers1eut_2sli.fasta	0	0	0	0	0	0	0	0
renamed_headers1eut_3sil.fasta	0.0792	0.0792	0.0792	0.0792	0.0792	0.0792	0.0792	0.0792
renamed_headers1evhA_1i7aC.fasta	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443
renamed_headers1evhA_1qc6A.fasta	null	null	null	null	null	null	null	null
renamed_headers1evsA_1lki.fasta	0.352	0.352	0.352	0.352	0.352	0.352	0.352	0.352
renamed_headers1ew4A_1dlxA.fasta	0.524	0.524	0.524	0.524	0.524	0.524	0.524	0.524
renamed_headers1ewaA_1flp.fasta	0	0	0	0	0	0	0	0
renamed_headers1ewaA_1ithA.fasta	0.521	0.521	0.521	0.521	0.521	0.521	0.521	0.521
renamed_headers1ewaA_2fal.fasta	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404
renamed_headers1ewxA_1gp1A.fasta	0	0	0	0	0	0	0	0
renamed_headers1ewxA_1jfuA.fasta	0.467	0.467	0.467	0.467	0.467	0.467	0.467	0.467
renamed_headers1ex1A_3chy.fasta	0	0	0	0	0	0	0	0
renamed_headers1exg_1xbd.fasta	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46
renamed_headers1extA_1d4vA.fasta	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489
renamed_headers1exzA_1hmcB.fasta	0	0	0	0	0	0	0	0
renamed_headers1eyrA_1fwyA.fasta	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204
renamed_headers1eyrA_1ga8A.fasta	null	null	null	null	null	null	null	null
renamed_headers1eyrA_1h7eA.fasta	0.168	0.168	0.168	0.168	0.168	0.168	0.168	0.168
renamed_headers1eyyA_1ad3A.fasta	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231
renamed_headers1ezvB_1be3B.fasta	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328
renamed_headers1f13A_1g0dA.fasta	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67
renamed_headers1f2dA_1oasA.fasta	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295
renamed_headers1f2nA_1smvA.fasta	0.446	0.446	0.446	0.446	0.446	0.446	0.446	0.446
renamed_headers1f2nA_2tbvA.fasta	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11
renamed_headers1f37A_1b9yC.fasta	0	0	0	0	0	0	0	0
renamed_headers1f3yA_1g0sA.fasta	0	0	0	0	0	0	0	0
renamed_headers1f4tA_1egyA.fasta	0.672	0.672	0.672	0.672	0.672	0.672	0.672	0.672
renamed_headers1f4tA_1phd.fasta	0.266	0.266	0.266	0.266	0.266	0.266	0.266	0.266
renamed_headers1f4tA_1rom.fasta	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695
renamed_headers1f53A_1g6eA.fasta	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36
renamed_headers1f5qB_1guxB.fasta	0	0	0	0	0	0	0	0
renamed_headers1f5wA_1neu.fasta	0.104	0.104	0.104	0.104	0.104	0.104	0.104	0.104
renamed_headers1f5xA_1foeA.fasta	null	null	null	null	null	null	null	null
renamed_headers1f7cA_1pbwA.fasta	0.528	0.528	0.528	0.528	0.528	0.528	0.528	0.528
renamed_headers1f7cA_1tx4A.fasta	0.613	0.613	0.613	0.613	0.613	0.613	0.613	0.613
renamed_headers1f97A_1qfoA.fasta	0	0	0	0	0	0	0	0
renamed_headers1f9aA_1hybA.fasta	0.991	0.991	0.991	0.991	0.991	0.991	0.991	0.991
renamed_headers1faoA_1dynA.fasta	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198
renamed_headers1faoA_1ef1A.fasta	null	null	null	null	null	null	null	null
renamed_headers1faoA_1fhoA.fasta	0.266	0.266	0.266	0.266	0.266	0.266	0.266	0.266
renamed_headers1faoA_1fhxA.fasta	null	null	null	null	null	null	null	null
renamed_headers1faoA_1mai.fasta	0.269	0.269	0.269	0.269	0.269	0.269	0.269	0.269
renamed_headers1faoA_1rrpB.fasta	0	0	0	0	0	0	0	0
renamed_headers1fc6A_1pdr.fasta	null	null	null	null	null	null	null	null
renamed_headers1fcdC_1e29A.fasta	0	0	0	0	0	0	0	0
renamed_headers1fchA_1hxiA.fasta	null	null	null	null	null	null	null	null
renamed_headers1fdo_1dmr.fasta	0.656	0.656	0.656	0.656	0.656	0.656	0.656	0.656
renamed_headers1fdr_1a8p.fasta	0.736	0.736	0.736	0.736	0.736	0.736	0.736	0.736
renamed_headers1fdr_1fnc.fasta	0.271	0.271	0.271	0.271	0.271	0.271	0.271	0.271
renamed_headers1fdr_1qfjA.fasta	0.184	0.184	0.184	0.184	0.184	0.184	0.184	0.184
renamed_headers1fds_1he2A.fasta	0.0791	0.0791	0.0791	0.0791	0.0791	0.0791	0.0791	0.0791
renamed_headers1fepA_1by5A.fasta	0.164	0.164	0.164	0.164	0.164	0.164	0.164	0.164
renamed_headers1ff9A_1gcuA.fasta	0.217	0.217	0.217	0.217	0.217	0.217	0.217	0.217
renamed_headers1ff9A_1id1A.fasta	0	0	0	0	0	0	0	0
renamed_headers1ff9A_2scuA.fasta	0	0	0	0	0	0	0	0
renamed_headers1ffkE_1e7kB.fasta	0.521	0.521	0.521	0.521	0.521	0.521	0.521	0.521
renamed_headers1fftC_1ocrC.fasta	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328
renamed_headers1fggA_1fgxA.fasta	0.0467	0.0467	0.0467	0.0467	0.0467	0.0467	0.0467	0.0467
renamed_headers1fggA_1fr9A.fasta	0	0	0	0	0	0	0	0
renamed_headers1fggA_1ga8A.fasta	0	0	0	0	0	0	0	0
renamed_headers1fgkA_1csn.fasta	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122
renamed_headers1fgkA_1fgiB.fasta	1	1	1	1	1	1	1	1
renamed_headers1fgkA_1ia8A.fasta	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565
renamed_headers1fgxA_1foaA.fasta	0	0	0	0	0	0	0	0
renamed_headers1fgxA_1g8oA.fasta	0	0	0	0	0	0	0	0
renamed_headers1fgxA_1ga8A.fasta	null	null	null	null	null	null	null	null
renamed_headers1fh6A_1fh6G.fasta	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955
renamed_headers1fhoA_1pls.fasta	0.368	0.368	0.368	0.368	0.368	0.368	0.368	0.368
renamed_headers1fhoA_1qqgA.fasta	0	0	0	0	0	0	0	0
renamed_headers1fhuA_1mucA.fasta	0	0	0	0	0	0	0	0
renamed_headers1fi2A_1caxB.fasta	0	0	0	0	0	0	0	0
renamed_headers1fi2A_1dzrA.fasta	0	0	0	0	0	0	0	0
renamed_headers1fit_1kpf.fasta	null	null	null	null	null	null	null	null
renamed_headers1fj7A_1cvjB.fasta	0	0	0	0	0	0	0	0
renamed_headers1fjcA_1cvjB.fasta	0	0	0	0	0	0	0	0
renamed_headers1fjfL_1fjfQ.fasta	0.0702	0.0702	0.0702	0.0702	0.0702	0.0702	0.0702	0.0702
renamed_headers1fjhB_1eq2A.fasta	null	null	null	null	null	null	null	null
renamed_headers1fjjA_1qouA.fasta	null	null	null	null	null	null	null	null
renamed_headers1fknA_1hvc.fasta	0	0	0	0	0	0	0	0
renamed_headers1fknA_1lywA.fasta	0.357	0.357	0.357	0.357	0.357	0.357	0.357	0.357
